"Dose","Response"
1e+05,193
10000,38928
1000,58604
100,64539
10,69166
1,74178
0,92157
0.01,110698
0.001,95537
1e-04,91262
1e+05,111
10000,42058
1000,60023
100,67239
10,66268
1,69585
0,98949
0.01,109263
0.001,95366
1e-04,103594
1e+05,158
10000,36784
1000,59413
100,60287
10,63138
1,72201
0,71692
0.01,90449
0.001,73789
1e-04,87158
1e+05,170
10000,35490
1000,58878
100,62390
10,68955
1,68257
0,64361
0.01,63405
0.001,72795
1e-04,72835
